디에스티로봇,아시아경제,2018.02.26. 오전 11:59,"디에스티로봇, 서비스 로봇 생산 본격화…”공장증설로 전기차 양산”","[팍스넷데일리 배요한 기자] 디에스티로봇이 서비스 로봇과 전기차 및 전기바이크 생산을 위한 공장 증설에 나선다.

디에스티로봇은 22일 충청북도 천안에 15억 원을 투자해 매출액 기준 500억 원 규모의 설비 증설을 위한 공장 착공식을 가졌다고 26일 밝혔다. 이번에 증설할 설비는 600평 규모에 생산 유연성을 강화해 다양한 제품 생산이 가능하다.

이번 공장 증설은 산업용 로봇뿐 아니라 안내용 로봇, 주방 로봇, 재난 로봇 등의 서비스 로봇 수요가 가파르게 증가하면서 공급 부족에 사태를 대비하기 위한 조치다.

이와 더불어 디에스티로봇은 이번 증설로 신사업인 전기차와 전기바이크의 생산에도 대비할 계획이다. 이번 증설을 통해 오는 7월부터 본격적으로 생산에 들어가서 8월부터 매출이 발생할 것으로 예상된다.

회사 관계자는 “현재 중국 산업용 로봇 수요 증가와 더불어 서비스용 로봇에 대한 수요가 증가하면서 기존 생산능력으로는 충족할 수 없는 상황”이라며 “생산능력 확대로 한 단계 도약할 수 있는 발판을 마련하게 됐다”고 전했다.

배요한 기자 yohan.bae@paxnet.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,아시아경제,2018.03.05. 오후 4:24,[CEO인터뷰] 디에스티로봇 최명규 대표 “서비스용 로봇 中시장 진출…거래처 다변화”,"디에스티로봇 최명규 대표이사


[팍스넷데일리 배요한 기자] 디에스티로봇의 서비스용(안내용) 로봇이 올해 중국시장에 본격 진출한다. 아울러 거래처 다변화를 통해 실적 성장을 이어간다는 구상이다.

디에스티로봇 최명규 대표이사는 팍스넷데일리와의 인터뷰에서 “중국의 한 대형 그룹에 3000대 이상의 도서관 안내용 로봇을 공급할 예정”이라며 “디자인과 제품 개발이 완료된 상황으로, 올 하반기에는 계약을 체결할 것으로 기대한다”고 전했다.

이번에 개발된 안내로봇은 하드웨어는 디에스티로봇이 생산하고, 소프트웨어는 중국업체가 개발에 참여했다. 회사 측은 안내로봇을 통해 올해 약 60억 가량의 신규 매출이 발생할 것으로 추정하고 있다.

1998년 설립된 디에스티로봇은 직각좌표로봇, 데스크탑 로봇, 수평 다관절로봇, 스카라 로봇 등 다양한 제품 포트폴리오를 보유하고 있다. 전방산업에는 디스플레이, 반도체, 자동차, IT 업종 등이 있으며, 주요고객사에는 삼성전자, 현대자동차, SK 하이닉스 등과 중국의 BOE, TIANAMA 등이 있다. 특히 디스플레이와 반도체는 고객사의 투자 주기가 짧기 때문에 산업용 로봇의 수요가 높다.

지난 2월 디에스티로봇은 신성장동력 확보 일환으로 공장 증설에 나선 바 있다. 다양한 로봇(서비스용, 안내용, 재난 등) 수요에 대응하기 위해 15억원을 투자해 600평 규모의 500억원 생산능력을 추가로 확보했다.

최 대표는 “안내용 로봇에 이어 중국 최대 스마트폰 유통업체이자 최대주주인 디신퉁 매장에 공급할 서비스용 로봇 개발도 진행하고 있다”면서 “일본 기업에 투자해 국내 및 동남아 판매권을 보유한 주방용 로봇도 연내 생산에 나설 계획”이라고 전했다. 주방용 로봇은 조리된 음식을 정량으로 그릇에 담아주는 자동서버 로봇 기계로 편의점, 쇼핑몰, 휴게소 푸드코트 등에서 수요가 있을 것으로 전망하고 있다.

한편 디에스티로봇은 주력 매출원인 산업용 로봇에서 매출처 다변화를 통해 지속적인 실적 성장을 꾀할 계획이다. 제품 대부분은 톱텍에 공급되고 있어 삼성전자 매출 비중이 높은 상황이다. 최 대표는 “특정 거래처에 대한 매출 의존도가 높아 거래처 다변화 전략을 통해 안정적인 매출을 기반을 만들려고 한다”며 “현재 LG향 제품 공급이 진행되고 있으며, 점차 확대될 것으로 전망한다”고 말했다.

중국 디스플레이 업체의 수주도 본격화될 전망이다. 시장조사업체 DSCC에 따르면 올해 전 세계 OLED 시장규모는 전년대비 57% 늘어난 232억달러(약 24조9864억원)을 달할 것으로 추정했다. OLED 시장은 2016년부터 오는 2022년까지 연평균 성장률이 27%를 기록할 전망이다.

디에스티로봇은 지난해 4월 25억원을 출자(지분율 30%)해 중국 합작 법인(중해지능장비제조 유한공사)을 설립하고 현지시장 진출을 위한 교두보를 확보했다. 최 대표는 “이미 대형 디스플레이 업체들에 납품 경험을 통해 검증을 받은 만큼, BOE, CSOT 등 현지 디스플레이 업체들로부터 수주가 확대될 것으로 기대한다”고 전망했다.

지난해 디에스티로봇은 산업용 OLED 장비 관련 수주로 사상 최대 실적을 올렸다. 매출액은 전년대비 71.4% 증가한 773억원, 영업이익은 188% 늘어난 47억원을 기록했다.

최 대표는 “올해 전년대비 두자리수 성장을 자신한다”면서 “산업용 로봇의 해외 진출 본격화 및 신규 거래처 확대, 안내용 로봇이 회사의 실적 성장을 이끌 것”이라고 강조했다.

배요한 기자 yohan.bae@paxnet.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,머니투데이,2018.03.06. 오전 11:24,"디에스티로봇, 전환사채 전환가액 1261원→1250원 조정","[머니투데이 김태현 기자]
디에스티로봇은 유상증자 할인 발행으로 제4회차 전환사채 전환가액을 1주당 1261원에서 1250원으로 정정한다고 6일 공시했다. 전환 가능 주식 수도 기존 1141만9508주에서 1152만주로 조정했다.

▶빵~ 뜨는 따끈한 기사
▶무료 만화 보고 선물도 받고~ ▶치어리더 vs 레이싱걸

김태현 기자 thkim124@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
디에스티로봇,한국경제,2018.03.06. 오전 11:31,"디에스티로봇, 전환가액 1261→1250원으로 조정","디에스티로봇은 유상증자 할인발행의 조정으로 제4회 전환사채의 전환가액을 기존 1261원에서 1250원으로 조정한다고 6일 공시했다. 전환가능 주식수도 1141만9508주에서 1152만주로 변경됐다. 미전환사채의 권면총액은 144억원이다.

김소현 한경닷컴 기자 ksh@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
디에스티로봇,서울경제,2018.03.06. 오후 3:13,"디에스티로봇, 전환가액 1,261원→1,250원으로 조정","[서울경제] 디에스티로봇(090710)은 유상증자 할인발행의 조정에 따라 4회차 전환사채 전환가액을 1,261원에서 1,250원으로 조정한다고 6일 공시했다.

/박시진기자 see1205@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
디에스티로봇,아시아경제,2018.03.07. 오전 10:36,"디에스티로봇, 日 테크노시스템 증자 참여…“재난방지 사업 진출”","[팍스넷데일리 배요한 기자] 디에스티로봇이 일본 재난 대비복?구 전문회사 투자를 통해 중국을 비롯한 동남아 정수시스템 사업에 진출한다. 디에스티로봇은 일본 테크노시스템에 3자배정 유상증자 방식으로 5억원을 투자한다고 7일 밝혔다.

지난해 디에스티로봇은 테크노시스템과 정수시스템에 관한 MOU를 체결하고, 최근에는 국내 제조 ·판매, 중국에서의 독점판매에 관한 MOU를 체결했다. 이번 증자 참여를 통해 한국, 중국 및 동남아 시장에 정수시스템 공급 등 본격적인 사업을 추진할 계획이다.

테크노시스템은 정수 ·푸드 ·리뉴얼에너지시스템 등 재난대비 및 친환경사업을 영위하는 일본 기업이다. 앞서 구와모토 지진 등 각종 재난시 활약하면서 매출 등 여러 가지 성장성을 발휘하고 있다. 지진 관련 물서비스와 주방로봇 태양광 등으로 해외에서 각광받고 있다.

한국은 2016년 경주 지진에 이어 포항에서 두차례 지진이 발생해 큰 피해를 입고 있다. 이에 테크노시스템의 재난대비 정수시스템 중 하나인 해수담수화정수기 수요가 늘어날 것이란 업계 관측이 나오고 있다.

테크노시스템의 재난대비 휴대용정수시스템은 바닷물을 정수하는 방식으로 수질이 뛰어나고 하루 1800리터의 식수를 제조할 수 있다. 회사 관계자는 “테크노시스템의 푸드시스템 사업은 재난용 식량도 공급하고 있어 재난시 식수와 식량을 해결할 수 있다”면서 “디에스티로봇은 테크노시스템의 정수시스템을 한국 내에서 제조 ·판매할 계획”이라고 전했다.

한편 디에스티로봇은 본격적인 중국 진출을 준비하고 있다. 내년에는 테크노시스템의 일본 IPO도 함께 추진할 예정이다. 테크노시스템은 디에스티로봇을 통해 한국과 중국에 제품을 판매하고, 본격적인 생산라인을 한국에 만들기 위해 설비를 준비하고 있는 것으로 알려졌다.

배요한 기자 yohan.bae@paxnet.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,파이낸셜뉴스,2018.03.07. 오후 12:31,"디에스티로봇, 동남아 정수시스템 사업 진출","디에스티로봇이 중국과 동남아 지역 정수시스템 사업에 진출한다.

디에스티로봇은 일본 테크노시스템에 제3자배정 유상증자로 5억원을 투자한다고 7일 밝혔다.

디에스티로봇은 지난 2016년 말 테크노시스템과 정수시스템에 관한 양해각서(MOU)에 이어 최근 한국에서의 제조 및 판매, 중국에서의 독점판매에 관한 MOU를 체결했다. 디에스티로봇 관계자는 ""이번 증자 참여로 한국, 중국 및 동남아 시장에서 본격적인 사업을 추진할 계획""이라고 말했다.

테크노시스템은 재난 대비 및 친환경사업을 영위한다. 각종 재난에서 활약하면서 매출 등 여러 측면에서 성장세를 나타내고 있다. 특히 지진 관련 물 서비스 등이 해외에서 각광을 받고 있다. 테크노시스템의 재난 대비 휴대용 정수시스템은 바닷물을 정수하는 방식이다. 수질이 뛰어나고 하루 1800L의 식수를 만들 수 있다. 재난용 식량도 공급한다.

테크노시스템은 한국에 생산라인을 구축하는 한편 디에스티로봇을 통해 한국과 중국에 제품을 판매할 계획으로 알려졌다.

blue73@fnnews.com 윤경현 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
디에스티로봇,이데일리,2018.03.07. 오후 1:28,"디에스티로봇, 日테크노시스템 증자 참여…재난방지 사업 진출","3자유증 통해 5억원 투자
한국, 중국·동남아 시장에 정수시스템 공급
[이데일리 윤필호 기자] 디에스티로봇(090710)이 일본 재난 대비복구 전문회사에 투자를 통해 국내와 중국, 동남아 정수시스템 시장에 진출한다.

디에스티로봇은 일본 테크노시스템에 제3자유상증자 방식으로 5억원을 투자한다고 7일 밝혔다. 양측은 지난 2016년 말 정수시스템에 관한 양해각서(MOU)를 체결했다. 최근에는 한국에서의 제조 및 판매, 중국에서의 독점판매에 관한 MOU도 체결했다. 이번 증자 참여를 통해 한국, 중국 및 동남아시장에 정수시스템 공급 등 본격적인 사업을 추진할 계획이다.

일본 테크노시스템은 정수·푸드·리뉴얼에너지시스템 등 재난대비 및 친환경사업을 영위하는 기업이다. 앞서 구와모토 지진 등 각종 재난 시 활약하며 매출 등 실적 성장성을 보이고 있다. 지진 관련 물 서비스와 주방로봇 태양광 등으로 해외에서 각광받고 있다.

한국은 지난 2016년 경주 지진에 이어 포항에서 두차례 지진이 발생해 큰 피해를 입고 있다. 이에 테크노시스템의 재난대비 정수시스템 중 하나인 해수담수화정수기 수요가 늘어날 것이란 업계 관측이 나오고 있다.

테크노시스템의 재난대비 휴대용정수시스템은 바닷물을 정수하는 방식으로 수질이 뛰어나고 하루 1800리터의 식수를 제조할 수 있다. 또 테크노시스템의 푸드시스템사업 중에는 재난용 식량도 공급하고 있어 재난 시 식수와 식량을 해결할 수 있다. 디에스티로봇은 테크노시스템의 정수시스템을 한국 내에서 제조하고 판매하면서 향후 지진 등의 재난에 대비할 전망이다.

한편 회사는 본격적인 중국 진출을 준비하고 있다. 내년에는 테크노시스템의 일본 기업공개(IPO)도 함께 추진할 예정이다. 테크노시스템은 디에스티로봇을 통해 한국과 중국에 제품을 판매하고 본격적인 생산라인을 한국에 만들기 위해 설비를 준비하고 있는 것으로 알려졌다.

윤필호 (nothing@edaily.co.kr)

▶ 암호(가상)화폐에 대한 모든 것!
▶ 네이버 메인에서 ‘이데일리’ 구독하기
▶ '이데일리'의 카톡 친구가 되어주세요~♥


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
디에스티로봇,서울경제,2018.03.13. 오후 2:32,"디에스티로봇, 서비스 로봇 中 공급 본격 추진···교육·의류·통신 매장 도입 예정","[서울경제] 디에스티로봇(090710) 서비스로봇의 중국 시장 공급이 본격화 될 전망이다.

디에스티로봇은 중국의 로봇 및 전기차 생산 공장이 리노베이션을 끝내고 4월 중순부터 본격적으로 서비스로봇 양산에 들어 간다고 13일 밝혔다.

중국 심천지역 1,320㎡(약 400평) 규모에 증설을 추진한 심천공장은 현재 생산 및 사무 공간 리노베이션이 완료 돼 장비 발주와 인력 채용을 진행하고 있다. 4월 양산을 목표로 교육과 의류 관련 업체를 대상으로 서비스로봇 시연 등 영업활동도 활발히 추진하고 있다.

디에스티로봇의 서비스로봇은 교육분야 외에도 의류 매장, 레스토랑(주방용 로봇), 통신 매장 등 수요가 확대 될 전망이다.

디에스티로봇은 지난해 중국 최대 휴대폰 유통 판매 회사인 디신통(迪信通)그룹의 스마트폰 매장에 안내용 로봇을 개발해 북경 매장에서 시범 적용하고 있다. 올해 중국 공장 설비 확충으로 디신통의 다른 지역 매장까지 서비스로봇 확대 적용을 검토중이다.

회사 관계자는 “디신통은 중국 전역에 3200여 개 매장을 보유하고 있어 향후 서비스로봇 확대 적용이 기대된다”면서 “디신통 그룹 의류 체인점에 대한 매장용 서비스로봇에 대한 의뢰도 검토하고 있고 다양한 업종과 매장에 맞춘 서비스로봇으로 시장 경쟁력을 확대해 나갈 계획”이라고 밝혔다.

/박해욱기자 spooky@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
디에스티로봇,파이낸셜뉴스,2018.03.13. 오후 2:48,"디에스티로봇, 서비스로봇 中 공급 본격 추진","디에스티로봇은 중국의 로봇 및 전기차 생산공장이 리노베이션(개보수)을 끝내고 다음달 중순 서비스로봇 양산에 들어간다고 13일 밝혔다.

디에스티로봇 관계자는 ""선전공장 생산현장 및 사무실 리노베이션이 완료됐고, 장비 발주와 인력 채용이 진행중""이라며 ""4월 양산을 목표로 교육과 의류 관련 업체를 대상으로 서비스로봇 시연 등을 추진하고 있다""고 설명했다.

디에스티로봇의 서비스로봇은 교육 분야 이외에 의류 매장, 레스토랑(주방용 로봇), 통신 매장 등으로 수요가 확대될 전망이다.

디에스티로봇은 지난해 중국 최대 휴대폰 유통회사인 디신통그룹의 스마트폰 매장에 안내용 로봇을 개발해 베이징에서 시범 적용하고 있다. 올해 중국 공장 설비 확충으로 다른 지역으로 서비스로봇을 확대 적용하는 방안을 검토 중이다.

디에스티로봇 관계자는 ""디신통은 중국 전역에 3200여개 매장을 보유해 서비스로봇 확대 적용이 예상된다""면서 ""디신통그룹의 의류 체인점에 대한 매장용 서비스로봇에 대한 의뢰도 검토 중이며, 다양한 업종과 매장에 맞춘 서비스로봇으로 시장 경쟁력을 확대해 나갈 계획""이라고 말했다.

blue73@fnnews.com 윤경현 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
디에스티로봇,아시아경제,2018.03.13. 오후 2:59,"디에스티로봇, LG향 산업용 로봇 공급 확대 기대…전년比 400%↑","[팍스넷데일리 배요한 기자] 디에스티로봇이 LG그룹의 디스플레이 투자 확대로 수혜가 기대된다. 지난해 사상 최대 실적을 기록한 디에스티로봇은 매출처 다변화 및 수주 확대를 통해 올해도 실적 성장세를 이어갈 전망이다.

회사 관계자는 13일 “올해 LG향 산업용 로봇 공급이 대폭 증가할 전망”이라면서 “보수적으로 전년 대비 400% 이상 성장할 것으로 기대한다”고 전했다.

올해 디에스티로봇은 기존 고객사인 LG화학에 이어 신규 매출처로 LG디스플레이를 확보했다. LG향 디스플레이 관련 제품 공급은 주로 로보스타가 맡아왔다는 점에서 디에스티로봇의 LG향 공급확대는 큰 의미가 있다는 게 회사 측의 설명이다. 지난해 디에스티로봇의 LG향 매출액은 약 20억원대로 추정되는데 올해는 약 100억원으로 급성장할 전망이다. 디에스티로봇은 양사에 대형 고정밀 스테이지류 및 검사장비 시스템 등을 납품하게 된다.

지난달 디에스티로봇은 제품 공급 부족에 대비하기 위한 설비 증설에 나섰다. 충청북도 천안에 15억원을 투자했으며, 매출액 기준으로는 500억원 규모다.

회사 관계자는 “제품 공급이 확대되면서 공장 증설과 인원을 확충하고 있다”면서 “증설이 완료되는 6월 말 이후부터 LG향 제품 수주가 본격적으로 확대될 것으로 기대한다”고 전했다. 이어 “거래처 다변화 전략을 통해 안정적인 매출 기반을 확보할 계획”이라고 덧붙였다.

한편 지난해 디에스티로봇은 산업용 OLED 장비 관련 수주로 사상 최대 실적을 올렸다. 매출액은 전년대비 71.4% 증가한 773억원, 영업이익은 188% 늘어난 47억원을 기록했다.

배요한 기자 yohan.bae@paxnet.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,아시아경제,2018.03.13. 오후 3:37,"디에스티로봇, 서비스 로봇 中 공급 본격 추진…교육·의류·통신 매장 도입 예정","[아시아경제 권성회 기자] 디에스티로봇이 서비스로봇 중국 시장 공급을 본격화할 전망이다.

디에스티로봇은 중국의 로봇 및 전기차 생산 공장이 리노베이션(개 ·보수)을 끝내고 4월 중순부터 본격적으로 서비스로봇 양산에 들어 간다고 13일 밝혔다.

중국 심천지역 1320㎡(약 400평) 규모에 증설을 추진한 심천공장은 현재 생산 및 사무 공간 리노베이션이 완료돼 장비 발주와 인력 채용을 진행 중이다. 4월 양산을 목표로 교육과 의류 관련 업체를 대상으로 서비스로봇 시연 등 영업활동도 활발히 추진하고 있다.

디에스티로봇의 서비스로봇은 교육분야 외에도 의류 매장, 레스토랑(주방용 로봇), 통신 매장 등 수요가 확대될 전망이다.

디에스티로봇은 지난해 중국 최대 휴대폰 유통 판매 회사인 디신통(迪信通)그룹의 스마트폰 매장에 안내용 로봇을 개발해 북경 매장에서 시범 적용하고 있다. 올해 중국 공장 설비 확충으로 디신통의 다른 지역 매장까지 서비스로봇 확대 적용을 검토중이다.

회사 관계자는 “디신통은 중국 전역에 3200여 개 매장을 보유하고 있어 향후 서비스로봇 확대 적용이 기대된다”면서 “디신통 그룹 의류 체인점에 대한 매장용 서비스로봇에 대한 의뢰도 검토 중이다. 다양한 업종과 매장에 맞춘 서비스로봇으로 시장 경쟁력을 확대해 나갈 계획”이라고 밝혔다.

권성회 기자 street@asiae.co.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,이데일리,2018.03.21. 오후 6:18,"디에스티로봇, 대표이사 변경","[이데일리 최정희 기자] 디에스티로봇(090710)은 대표이사를 천징, 최명규에서 천징, 손영석 각자 대표이사 체제로 변경했다고 21일 밝혔다.

최정희 (jhid0201@edaily.co.kr)

▶ 꿀잼 공짜 웹툰... 이데일리 '웹툰'~♥
▶ 네이버 메인에서 ‘이데일리’ 구독하기
▶ '이데일리' 페이스북 친구맺기


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
디에스티로봇,뉴시스,2018.03.21. 오후 6:18,"디에스티로봇, 천징·손영석 각자 대표이사 체제로 변경","【서울=뉴시스】이진영 기자 = 디에스티로봇(090710)은 천징 · 최명규 대표이사 체제에서 천징 · 손영석 각자 대표이사 체제로 변경했다고 21일 공시했다.

mint@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
디에스티로봇,머니투데이,2018.03.21. 오후 6:29,"디에스티로봇, 대표이사 천징·손영석 각자 대표로 변경","[머니투데이 김지민 기자] 디에스티로봇은 대표이사가 천징, 최명규에서 천징, 손영석 각자 대표로 변경됐다고 21일 공시했다.

▶'현대家 며느리' 노현정, 단아한 실크 원피스 패션
유학파, 마약 8억원 밀반입해 '비트코인' 받고 거래 ▶만화 보고 선물도 받고~

김지민 기자 dandi@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
디에스티로봇,아시아경제,2018.03.21. 오후 7:18,"디에스티로봇, 천징·손영석 각자대표 체제로 변경","[아시아경제 한진주 기자] 디에스티로봇은 천징 ·최명규 대표 체제에서 천징 ·손영석 각자대표 체제로 변경한다고 21일 공시했다. 손영석 대표는 대우조선해양 산업기술연구소장, 삼우중공업 대표 등을 역임했다.

회사 측은 ""최명규 대표가 일신상의 사유로 사임하고 경영효율성, 책임경영 강화를 위해 손영석 각자대표를 선임했다""고 밝혔다.

한진주 기자 truepearl@asiae.co.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디에스티로봇,매일경제,2018.03.23. 오후 4:04,[코스닥 공시] 오성첨단소재 / 로엔 / 디에스티로봇 등,"◇오성첨단소재=주식 286만여 주 제3자배정 유상증자.

◇로엔=대표이사 박성훈에서 이제욱으로 변경.

◇디에스티로봇=222만여 주 전환가액 1797원에 전환청구권 행사.

◇에스디시스템=원발주처 계약 철회로 48억여 원 수준 계약 해지.

▶뉴스 이상의 무궁무진한 프리미엄 읽을거리
▶아나운서가 직접 읽어주는 오늘의 주요 뉴스
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
디에스티로봇,연합뉴스,2018.03.30. 오후 5:12,디에스티로봇 천징 대표 사임…손영석 단독대표,"(서울=연합뉴스) 유현민 기자 = 코스닥 상장사인 디에스티로봇은 천징 대표이사의 임기 만료로 손영석 단독 대표이사 체제로 바뀌었다고 30일 공시했다.

hyunmin623@yna.co.kr

▶연합뉴스 채널 구독 500분께 스타벅스 커피 쏩니다

▶기사제보 및 문의  ▶내 생활에 흥이나는 최신 트렌드"
디에스티로봇,머니투데이,2018.03.30. 오후 5:20,"디에스티로봇, 천징 대표 사임…손영석 단독대표 체제 전환","[머니투데이 고석용 기자] 디에스티로봇이 천징 전임 각자대표가 임기만료로 대표이사직을 사임함에 따라 손영석 단독대표 체제로 전환한다고 30일 공시했다.

▶‘세금폭탄’ 앞두고 쏟아진 매물…‘거래절벽’ 오나
▶스피닝하고 허벅지 욱신…근육 녹았다고? ▶블록체인의 모든 것 A~Z

고석용 기자 gohsyng@

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
디에스티로봇,아시아경제,2018.03.30. 오후 5:41,"디에스티로봇, 천징 대표 사임…손영석 단독대표","[아시아경제 노태영 기자]디에스티로봇은 천징 대표이사의 임기 만료로 손영석 단독 대표이사 체제로 바뀌었다고 30일 공시했다.

노태영 기자 factpoet@asiae.co.kr

▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
서린바이오,파이낸셜뉴스,2017.10.12. 오후 3:55,"서린바이오사이언스, '가상생명(Virtual Life)' 바이오아트 시상식 및 특별전 개최","생명과학 기업 서린바이오사이언스가 '제5회 바이오아트 공모전' 시상식 및 특별전을 국립과천과학관에서 개최했다. 황을문 서린바이오사이언스 대표(왼쪽).
생명과학 기업 서린바이오사이언스는 지난 11일 서울대학교 의약바이오컨버젼스연구단(바이오콘)과 공동으로 '제5회 바이오아트 공모전' 시상식 및 특별전을 국립과천과학관에서 개최했다고 12일 밝혔다.

지난 2013년부터 시작해 올해로 5회째를 맞이한 바이오아트 공모전은 생명과 과학, 예술이 융합된 과학 문화 예술 이벤트다. 올해 공모전 주제는 '가상생명(Virtual Life)'으로 총상금은 과학기술정보통신부장관상을 포함해 1000만원 규모다.

지난 5월부터 약 4개월간 전 세계에서 총 330여점의 작품이 접수됐으며 생명과학계, 예술계, 교육계 교수 및 관련 인사로 구성된 심사위원단이 수상작을 선정했다.

황을문 서린바이오 대표이사는 ""4차 산업혁명의 도래와 함께 인간과 사물의 연결, 바이오기술과 정보통신기술(ICT)의 연결이 현실로 다가온 이 때 '가상생명(Virtual Life)'을 주제로 생명과 디지털이 융합된 예술적 작품을 발굴하는 좋은 기회였다""면서 ""바이오 종사자는 물론 일반인들의 창조적 아이디어들이 바이오의 대중화와 함께 바이오 산업의 발전에도 기여할 것으로 기대한다""고 말했다.

김성훈 바이오콘 단장은 ""생명 경시풍조가 만연한 요즘 각자의 위치에서 생명의 아름다움을 찾는 일은 생명의 고귀함과 소중함을 다시 찾아가는 과정이 될 것""이라면서 ""올해는 가상생명과 인간의 경이롭고 아름다운 만남에 대해 함께 상상의 나래를 펼쳐보는 시간이 될 것""이라고 기대감을 보였다.

수상작 및 초대작가 전시회는 오는 15일까지 국립과천과학관 1층 중앙홀에서 진행되며 특별전으로 정상근 서울시립대학교 교수와 윤정미 작가, 세명대학교 신희경 교수의 초대작가전도 함께 개최된다.

juyong@fnnews.com 송주용 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
서린바이오,파이낸셜뉴스,2017.11.09. 오전 11:22,"[fnRASSI]서린바이오, 1.59% 오르며 거래량 증가","서린바이오(038070)의 현재 거래량이 최근 5거래일 거래량의 최고치를 넘어섰다. 그리고 서린바이오는 3일 연속 상승흐름을 보이며, 11시 18분 현재 1.59% 증가한 12,750원에 거래중이다.

상장주식수 대비 거래량은 1%로 적정수준
최근 한달간 서린바이오의 상장주식수 대비 거래량을 비교해보니 일별 매매회전율이 1%로 집계됐다. 그리고 동기간 장중 저점과 고점의 차이인 일평균 주가변동률을 3.02%를 나타내고 있다.

거래비중은 개인투자자가 가장 높아
최근 한달간 주체별 거래비중을 살펴보면 개인이 91.22%, 외국인이 5.11%, 기관은 3.66%를 기록했다. 그리고 최근 5일간 거래비중은 개인 비중이 92.66%로 가장 높았고, 외국인이 7.27%로 그 뒤를 이었다. 기관은 0.05%를 나타냈다.

'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다.

fnRASSI@fnnews.com fnRASSI

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
